countryname,country,goalname,goal,indicatorname,indicator,social_groupname,social_group,units,scale,frequency,date,value
Tunisia,50,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1995-01-01,13.9
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1990-01-01,66.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2000-01-01,60.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2001-01-01,66.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2002-01-01,66.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2003-01-01,66.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2004-01-01,66.1
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2005-01-01,57.1
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,1990-01-01,1.37
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,2000-01-01,0.47
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,2005-01-01,0.56
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Carbon dioxide emissions per capita Metric tons,20269405,Total,20137105,,true,A,2006-01-01,0.55
Sierra Leone,43,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1991-01-01,203.4
Sierra Leone,43,Goal 4: Reduce child mortality,KN.1000030,"Under-five mortality rate,Deaths per 1000 live births",20267205,Total,20137105,,true,A,1995-01-01,147.3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1990-01-01,1
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1995-01-01,1
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1996-01-01,0.3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1997-01-01,3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1998-01-01,4.3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,1999-01-01,3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2000-01-01,13.1
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2001-01-01,7.6
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2002-01-01,6.5
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2003-01-01,6.7
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2004-01-01,32.4
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2005-01-01,11.3
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2006-01-01,2.6
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2007-01-01,0.7
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Growth rate of GDP per person employed  (%),20265505,Total,20137105,,true,A,2008-01-01,3.2
Togo,49,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,1990-01-01,640
Togo,49,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,1995-01-01,980
Togo,49,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,1998-01-01,478
Togo,49,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,2000-01-01,570
Liberia,27,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of Tuberculosis cases treated with successe under DOTS (%),20269005,Total,20137105,,true,A,2000-01-01,80
Liberia,27,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of Tuberculosis cases treated with successe under DOTS (%),20269005,Total,20137105,,true,A,2005-01-01,76
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1990-01-01,62
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1992-01-01,66
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1994-01-01,53
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1997-01-01,80
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1999-01-01,65
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2000-01-01,77
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2001-01-01,62
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2002-01-01,62
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2003-01-01,62
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2004-01-01,62
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2005-01-01,65
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2007-01-01,59
Zimbabwe,53,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2008-01-01,63.5
Ethiopia,19,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Condom use at last high-risk sex 15-24 yr (%),20268105,Women,20136705,,true,A,2000-01-01,17
Ethiopia,19,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Condom use at last high-risk sex 15-24 yr (%),20268105,Women,20136705,,true,A,2005-01-01,28.4
Egypt,16,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,1992-01-01,174
Egypt,16,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,1997-01-01,96
Egypt,16,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,2000-01-01,84
Egypt,16,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,2002-01-01,75
Egypt,16,Goal 5: Improve maternal health,KN.1000040,"Maternal mortality ratio Deaths per 100,000 live births",20267505,Total,20137105,,true,A,2005-01-01,62.7
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,1990-01-01,99.9
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2000-01-01,100
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2005-01-01,98.8
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2006-01-01,99
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2007-01-01,99
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Total,20137105,,true,A,2008-01-01,99
Algeria,1,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Urban,20136905,,true,A,1995-01-01,14.7
Cape Verde,8,Goal 3: Promote gender equality and empower women,KN.1000020,Share of women in wage employment in the non agricultural sector (%),20267005,Women,20136705,,true,A,2000-01-01,38.9
Seychelles,42,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2000-01-01,1
Seychelles,42,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2005-01-01,1.01
Seychelles,42,Goal 3: Promote gender equality and empower women,KN.1000020,Ratios of girls to boys in primary education,20266705,Total,20137105,,true,A,2007-01-01,0.99
Sierra Leone,43,Goal 5: Improve maternal health,KN.1000040,Contraceptive prevalence rate 15-49,20267705,Women,20136705,,true,A,1995-01-01,14.8
Sierra Leone,43,Goal 5: Improve maternal health,KN.1000040,Contraceptive prevalence rate 15-49,20267705,Women,20136705,,true,A,2000-01-01,22.8
Sierra Leone,43,Goal 5: Improve maternal health,KN.1000040,Contraceptive prevalence rate 15-49,20267705,Women,20136705,,true,A,2006-01-01,23.7
Ghana,22,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Women,20136705,,true,A,2000-01-01,65.5
Ghana,22,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Women,20136705,,true,A,2007-01-01,75.8
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1990-01-01,148
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,1996-01-01,133.5
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2000-01-01,129
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2001-01-01,113.4
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2005-01-01,120
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2006-01-01,96
Mali,31,Goal 4: Reduce child mortality,KN.1000030,Infant mortality rate per 1000 live births,20267305,Women,20136705,,true,A,2007-01-01,117
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1995-01-01,30.6
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1996-01-01,30.6
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1997-01-01,30.6
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1998-01-01,30.6
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1999-01-01,30.6
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2000-01-01,30.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2001-01-01,30.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2002-01-01,30.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2003-01-01,30.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2004-01-01,25.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2005-01-01,25.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2006-01-01,25.4
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2007-01-01,25.3
Mauritius,33,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2008-01-01,25.3
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2000-01-01,524.9
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2005-01-01,212.3
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2006-01-01,229.4
Zimbabwe,53,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2007-01-01,92.3
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,1991-01-01,0.07
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2001-01-01,0.12
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2007-01-01,0.11
Cameroon,7,Goal 7: Ensure environmental sustainability,KN.1000060,"CO2 emissions, per capita and per $1 GDP (PPP), Kg CO2",20269205,Total,20137105,,true,A,2008-01-01,0.12
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,1990-01-01,6.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,1991-01-01,4.8
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,1996-01-01,4.8
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2000-01-01,10.1
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2001-01-01,10.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2002-01-01,6.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2003-01-01,6.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2004-01-01,6.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2005-01-01,12
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2006-01-01,12.5
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2007-01-01,14.6
Zambia,52,Goal 3: Promote gender equality and empower women,KN.1000020,Proportion of seats held by women in national parliament (%),20267105,Total,20137105,,true,A,2008-01-01,15.2
Zimbabwe,53,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1991-01-01,35.8
Zimbabwe,53,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Rural,20137005,,true,A,1996-01-01,48
Gambia,21,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,1990-01-01,69
Gambia,21,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2001-01-01,86
Gambia,21,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Total,20137105,,true,A,2008-01-01,86
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2000-01-01,60.7
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2007-01-01,72.1
Chad,10,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2008-01-01,73.6
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,1999-01-01,22.1
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2000-01-01,24.2
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2001-01-01,24.2
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2002-01-01,24.2
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2003-01-01,24.2
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2004-01-01,21.1
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2005-01-01,18.3
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2006-01-01,18.3
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2007-01-01,18.3
Botswana,4,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of land area covered by forest (%),20269105,Total,20137105,,true,A,2008-01-01,18.3
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,1990-01-01,47
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2000-01-01,49
Kenya,25,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved drinking water source (%),20269905,Rural,20137005,,true,A,2006-01-01,51
Uganda,51,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2006-01-01,86.5
Uganda,51,Goal 2: Achieve universal primary education,KN.1000010,Net enrolment ratio in primary education (%),20266405,Women,20136705,,true,A,2007-01-01,96.2
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2000-01-01,40.6
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2005-01-01,42
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2006-01-01,42.4
Cape Verde,8,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Women,20136705,,true,A,2007-01-01,43.6
Togo,49,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved sanitation facility (%),20270005,Urban,20136905,,true,A,1995-01-01,76
Togo,49,Goal 7: Ensure environmental sustainability,KN.1000060,Proportion of population using an improved sanitation facility (%),20270005,Urban,20136905,,true,A,2006-01-01,66.6
Zambia,52,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Rural,20137005,,true,A,2001-01-01,5.8
Zambia,52,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Rural,20137005,,true,A,2006-01-01,27.9
Swaziland,47,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Total,20137105,,true,A,1995-01-01,66
Swaziland,47,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Proportion of pop below $1 PPP per day (%),20265005,Total,20137105,,true,A,2001-01-01,69
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Total,20137105,,true,A,1990-01-01,95
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Total,20137105,,true,A,2000-01-01,96
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Total,20137105,,true,A,2005-01-01,99
Seychelles,42,Goal 2: Achieve universal primary education,KN.1000010,"Literacy rate of 15-24 year-olds,  (%)",20266605,Total,20137105,,true,A,2006-01-01,99
Tanzania,48,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Poverty gap ratio in (%),20265205,Total,20137105,,true,A,2001-01-01,11.8
Gambia,21,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Total,20137105,,true,A,2001-01-01,10.5
Gambia,21,"Goal 6: Combat HIV/AIDS, malaria and other diseases",KN.1000050,Proportion of children under 5 sleeping under insecticide treated bednets  (%),20268505,Total,20137105,,true,A,2006-01-01,50.9
Uganda,51,Goal 5: Improve maternal health,KN.1000040,Proportion of births attended by skilled health personnel,20267605,Rural,20137005,,true,A,1995-01-01,32.3
Uganda,51,Goal 5: Improve maternal health,KN.1000040,Proportion of births attended by skilled health personnel,20267605,Rural,20137005,,true,A,2000-01-01,34
Uganda,51,Goal 5: Improve maternal health,KN.1000040,Proportion of births attended by skilled health personnel,20267605,Rural,20137005,,true,A,2006-01-01,37.3
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2001-01-01,1.26
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2002-01-01,1.33
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2003-01-01,1.41
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2004-01-01,1.51
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2005-01-01,1.55
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2006-01-01,1.65
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2007-01-01,1.68
Ghana,22,Goal 8: Develop a global partnership for development,KN.1000070,Telephone lines Per 100 population,20270505,Total,20137105,,true,A,2008-01-01,0.63
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2000-01-01,15.6
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2005-01-01,7.3
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2006-01-01,4.2
Mauritania,32,Goal 7: Ensure environmental sustainability,KN.1000060,Consumption of ozone depleting substances ODP metric tons,20269605,Total,20137105,,true,A,2007-01-01,2.7
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2000-01-01,87.9
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2001-01-01,88.9
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2002-01-01,78.4
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2003-01-01,90.9
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2004-01-01,91.9
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2005-01-01,82
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2006-01-01,86.4
Uganda,51,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Employment-to-population ratio  (%),20265605,Men,20136605,,true,A,2007-01-01,86.4
Burundi,6,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Total,20137105,,true,A,2000-01-01,45.1
Burundi,6,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Total,20137105,,true,A,2005-01-01,39.2
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1991-01-01,19
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1992-01-01,24.7
Kenya,25,Goal 1: Eradicate extreme poverty and hunger,KN.1000000,Prevalence of underweight children under-five years of age  (%),20266005,Women,20136705,,true,A,1993-01-01,23
